"Entity","Code","Year","Annual.CO..emissions","Region"
"Denmark","DNK",2007,54698268,"Northern Europe"
"Denmark","DNK",2008,51245732,"Northern Europe"
"Denmark","DNK",2009,48839776,"Northern Europe"
"Denmark","DNK",2010,49179470,"Northern Europe"
"Denmark","DNK",2011,44226736,"Northern Europe"
"Denmark","DNK",2012,39853304,"Northern Europe"
"Denmark","DNK",2013,41755340,"Northern Europe"
"Denmark","DNK",2014,37564830,"Northern Europe"
"Denmark","DNK",2015,35102396,"Northern Europe"
"Denmark","DNK",2016,36905584,"Northern Europe"
"Denmark","DNK",2017,34652480,"Northern Europe"
"Denmark","DNK",2018,34601704,"Northern Europe"
"Denmark","DNK",2019,30941816,"Northern Europe"
"Denmark","DNK",2020,28294042,"Northern Europe"
"Denmark","DNK",2021,29587502,"Northern Europe"
"Denmark","DNK",2022,28431534,"Northern Europe"
"Denmark","DNK",2023,27264778,"Northern Europe"
"Estonia","EST",1830,185,"Eastern Europe"
"Estonia","EST",1831,221,"Eastern Europe"
"Estonia","EST",1832,148,"Eastern Europe"
"Estonia","EST",1833,185,"Eastern Europe"
"Estonia","EST",1850,1144,"Eastern Europe"
"Estonia","EST",1855,3470,"Eastern Europe"
"Estonia","EST",1858,4872,"Eastern Europe"
"Estonia","EST",1859,5168,"Eastern Europe"
"Estonia","EST",1860,6829,"Eastern Europe"
"Estonia","EST",1861,8674,"Eastern Europe"
"Estonia","EST",1862,7825,"Eastern Europe"
"Estonia","EST",1863,8195,"Eastern Europe"
"Estonia","EST",1864,9191,"Eastern Europe"
"Estonia","EST",1865,8785,"Eastern Europe"
"Estonia","EST",1866,27758,"Eastern Europe"
"Estonia","EST",1867,31854.998,"Eastern Europe"
"Estonia","EST",1868,26503,"Eastern Europe"
"Estonia","EST",1869,35953,"Eastern Europe"
"Estonia","EST",1870,39016,"Eastern Europe"
"Estonia","EST",1871,52674,"Eastern Europe"
"Estonia","EST",1872,54077,"Eastern Europe"
"Estonia","EST",1873,50755,"Eastern Europe"
"Estonia","EST",1874,61607,"Eastern Europe"
"Estonia","EST",1875,70909,"Eastern Europe"
"Estonia","EST",1876,88036,"Eastern Europe"
"Estonia","EST",1877,89845,"Eastern Europe"
"Estonia","EST",1878,117418,"Eastern Europe"
"Estonia","EST",1879,120482,"Eastern Europe"
"Estonia","EST",1880,141338,"Eastern Europe"
"Estonia","EST",1881,148868,"Eastern Europe"
"Estonia","EST",1882,156804,"Eastern Europe"
"Estonia","EST",1883,178471,"Eastern Europe"
"Estonia","EST",1884,181203,"Eastern Europe"
"Estonia","EST",1885,197371,"Eastern Europe"
"Estonia","EST",1886,202428,"Eastern Europe"
"Estonia","EST",1887,214203,"Eastern Europe"
"Estonia","EST",1888,223431,"Eastern Europe"
"Estonia","EST",1889,241296,"Eastern Europe"
"Estonia","EST",1890,273262,"Eastern Europe"
"Estonia","EST",1891,300873,"Eastern Europe"
"Estonia","EST",1892,318480,"Eastern Europe"
"Estonia","EST",1893,373295,"Eastern Europe"
"Estonia","EST",1894,380198,"Eastern Europe"
"Estonia","EST",1895,436858,"Eastern Europe"
"Estonia","EST",1896,444720,"Eastern Europe"
"Estonia","EST",1897,514190.03,"Eastern Europe"
"Estonia","EST",1898,576682,"Eastern Europe"
"Estonia","EST",1899,669000,"Eastern Europe"
"Estonia","EST",1900,757848,"Eastern Europe"
"Estonia","EST",1901,778039,"Eastern Europe"
"Estonia","EST",1902,751462,"Eastern Europe"
"Estonia","EST",1903,735073,"Eastern Europe"
"Estonia","EST",1904,817831,"Eastern Europe"
"Estonia","EST",1905,730016,"Eastern Europe"
"Estonia","EST",1906,832670,"Eastern Europe"
"Estonia","EST",1907,932665,"Eastern Europe"
"Estonia","EST",1908,938387,"Eastern Europe"
"Estonia","EST",1909,990581,"Eastern Europe"
"Estonia","EST",1910,971460,"Eastern Europe"
"Estonia","EST",1911,1007190.94,"Eastern Europe"
"Estonia","EST",1912,1140925,"Eastern Europe"
"Estonia","EST",1913,1239407,"Eastern Europe"
"Estonia","EST",1914,1118593,"Eastern Europe"
"Estonia","EST",1915,1026718,"Eastern Europe"
"Estonia","EST",1916,1094305,"Eastern Europe"
"Estonia","EST",1917,1007118,"Eastern Europe"
"Estonia","EST",1918,401644,"Eastern Europe"
"Estonia","EST",1919,343064,"Eastern Europe"
"Estonia","EST",1920,312832,"Eastern Europe"
"Estonia","EST",1921,339262,"Eastern Europe"
"Estonia","EST",1922,413751,"Eastern Europe"
"Estonia","EST",1923,457049,"Eastern Europe"
"Estonia","EST",1924,544532,"Eastern Europe"
"Estonia","EST",1925,537444,"Eastern Europe"
"Estonia","EST",1926,778704,"Eastern Europe"
"Estonia","EST",1927,968138,"Eastern Europe"
"Estonia","EST",1928,1087709,"Eastern Europe"
"Estonia","EST",1929,1169177,"Eastern Europe"
"Estonia","EST",1930,1582554,"Eastern Europe"
"Estonia","EST",1931,1899720,"Eastern Europe"
"Estonia","EST",1932,2138308,"Eastern Europe"
"Estonia","EST",1933,2388696,"Eastern Europe"
"Estonia","EST",1934,2888865,"Eastern Europe"
"Estonia","EST",1935,3271200,"Eastern Europe"
"Estonia","EST",1936,3753337,"Eastern Europe"
"Estonia","EST",1937,3839553,"Eastern Europe"
"Estonia","EST",1938,4054154.8,"Eastern Europe"
"Estonia","EST",1939,4102527.2,"Eastern Europe"
"Estonia","EST",1940,4903631,"Eastern Europe"
"Estonia","EST",1941,4308582,"Eastern Europe"
"Estonia","EST",1942,2339470,"Eastern Europe"
"Estonia","EST",1943,2441607,"Eastern Europe"
"Estonia","EST",1944,3540784,"Eastern Europe"
"Estonia","EST",1945,3750460,"Eastern Europe"
"Estonia","EST",1946,4216248,"Eastern Europe"
"Estonia","EST",1947,5077781,"Eastern Europe"
"Estonia","EST",1948,5404748,"Eastern Europe"
"Estonia","EST",1949,6144384,"Eastern Europe"
"Estonia","EST",1950,6850540,"Eastern Europe"
"Estonia","EST",1951,7425579,"Eastern Europe"
"Estonia","EST",1952,7952472,"Eastern Europe"
"Estonia","EST",1953,8414295,"Eastern Europe"
"Estonia","EST",1954,9191357,"Eastern Europe"
"Estonia","EST",1955,10423037,"Eastern Europe"
"Estonia","EST",1956,11427613,"Eastern Europe"
"Estonia","EST",1957,12506297,"Eastern Europe"
"Estonia","EST",1958,13350045,"Eastern Europe"
"Estonia","EST",1959,14038021,"Eastern Europe"
"Estonia","EST",1960,14618132,"Eastern Europe"
"Estonia","EST",1961,15075404,"Eastern Europe"
"Estonia","EST",1962,15821596,"Eastern Europe"
"Estonia","EST",1963,16964766,"Eastern Europe"
"Estonia","EST",1964,18039234,"Eastern Europe"
"Estonia","EST",1965,19135808,"Eastern Europe"
"Estonia","EST",1966,20208418,"Eastern Europe"
"Estonia","EST",1967,21128036,"Eastern Europe"
"Estonia","EST",1968,21717970,"Eastern Europe"
"Estonia","EST",1969,22614788,"Eastern Europe"
"Estonia","EST",1970,23790844,"Eastern Europe"
"Estonia","EST",1971,25249714,"Eastern Europe"
"Estonia","EST",1972,26572866,"Eastern Europe"
"Estonia","EST",1973,27701902,"Eastern Europe"
"Estonia","EST",1974,28763718,"Eastern Europe"
"Estonia","EST",1975,30243048,"Eastern Europe"
"Estonia","EST",1976,31406060,"Eastern Europe"
"Estonia","EST",1977,32473404,"Eastern Europe"
"Estonia","EST",1978,33583560,"Eastern Europe"
"Estonia","EST",1979,33859096,"Eastern Europe"
"Estonia","EST",1980,35194676,"Eastern Europe"
"Estonia","EST",1981,34521750,"Eastern Europe"
"Estonia","EST",1982,35173644,"Eastern Europe"
"Estonia","EST",1983,35676930,"Eastern Europe"
"Estonia","EST",1984,35996096,"Eastern Europe"
"Estonia","EST",1985,38827660,"Eastern Europe"
"Estonia","EST",1986,38825788,"Eastern Europe"
"Estonia","EST",1987,37895664,"Eastern Europe"
"Estonia","EST",1988,38002040,"Eastern Europe"
"Estonia","EST",1989,38932404,"Eastern Europe"
"Estonia","EST",1990,36916964,"Eastern Europe"
"Estonia","EST",1991,34144172,"Eastern Europe"
"Estonia","EST",1992,24417834,"Eastern Europe"
"Estonia","EST",1993,19435266,"Eastern Europe"
"Estonia","EST",1994,20040796,"Eastern Europe"
"Estonia","EST",1995,18054970,"Eastern Europe"
"Estonia","EST",1996,19033944,"Eastern Europe"
"Estonia","EST",1997,18673174,"Eastern Europe"
"Estonia","EST",1998,16933062,"Eastern Europe"
"Estonia","EST",1999,15929464,"Eastern Europe"
"Estonia","EST",2000,15470923,"Eastern Europe"
"Estonia","EST",2001,15869869,"Eastern Europe"
"Estonia","EST",2002,15357951,"Eastern Europe"
"Estonia","EST",2003,17250686,"Eastern Europe"
"Estonia","EST",2004,17322094,"Eastern Europe"
"Estonia","EST",2005,17089780,"Eastern Europe"
"Estonia","EST",2006,16438181,"Eastern Europe"
"Estonia","EST",2007,19930492,"Eastern Europe"
"Estonia","EST",2008,17814806,"Eastern Europe"
"Estonia","EST",2009,14404983,"Eastern Europe"
"Estonia","EST",2010,18964736,"Eastern Europe"
"Estonia","EST",2011,18948026,"Eastern Europe"
"Estonia","EST",2012,17761414,"Eastern Europe"
"Estonia","EST",2013,19633824,"Eastern Europe"
"Estonia","EST",2014,18783952,"Eastern Europe"
"Estonia","EST",2015,15779623,"Eastern Europe"
"Estonia","EST",2016,17432914,"Eastern Europe"
"Estonia","EST",2017,18616034,"Eastern Europe"
"Estonia","EST",2018,17800686,"Eastern Europe"
"Estonia","EST",2019,12288099,"Eastern Europe"
"Estonia","EST",2020,9198251,"Eastern Europe"
"Estonia","EST",2021,10390745,"Eastern Europe"
"Estonia","EST",2022,11757177,"Eastern Europe"
"Estonia","EST",2023,10018740,"Eastern Europe"
"Finland","FIN",1860,36640,"Northern Europe"
"Finland","FIN",1861,73280,"Northern Europe"
"Finland","FIN",1862,73280,"Northern Europe"
"Finland","FIN",1863,76944,"Northern Europe"
"Finland","FIN",1864,47632,"Northern Europe"
"Finland","FIN",1865,62288,"Northern Europe"
"Finland","FIN",1866,69616,"Northern Europe"
"Finland","FIN",1867,62288,"Northern Europe"
"Finland","FIN",1868,87936,"Northern Europe"
"Finland","FIN",1869,69616,"Northern Europe"
"Finland","FIN",1870,91600,"Northern Europe"
"Finland","FIN",1871,113584,"Northern Europe"
"Finland","FIN",1872,91600,"Northern Europe"
"Finland","FIN",1873,87936,"Northern Europe"
"Finland","FIN",1874,124576,"Northern Europe"
"Finland","FIN",1875,84272,"Northern Europe"
"Finland","FIN",1876,95264,"Northern Europe"
"Finland","FIN",1877,113584,"Northern Europe"
"Finland","FIN",1878,128240.01,"Northern Europe"
"Finland","FIN",1879,76944,"Northern Europe"
"Finland","FIN",1880,98928,"Northern Europe"
"Finland","FIN",1881,98928,"Northern Europe"
"Finland","FIN",1882,120912,"Northern Europe"
"Finland","FIN",1883,117248,"Northern Europe"
"Finland","FIN",1884,142896,"Northern Europe"
"Finland","FIN",1885,219840,"Northern Europe"
"Finland","FIN",1886,128240.01,"Northern Europe"
"Finland","FIN",1887,128240.01,"Northern Europe"
"Finland","FIN",1888,120912,"Northern Europe"
"Finland","FIN",1889,161216,"Northern Europe"
"Finland","FIN",1890,208848,"Northern Europe"
"Finland","FIN",1891,219840,"Northern Europe"
"Finland","FIN",1892,194192,"Northern Europe"
"Finland","FIN",1893,194192,"Northern Europe"
"Finland","FIN",1894,219840,"Northern Europe"
"Finland","FIN",1895,234496,"Northern Europe"
"Finland","FIN",1896,296784,"Northern Europe"
"Finland","FIN",1897,516623.97,"Northern Europe"
"Finland","FIN",1898,487312,"Northern Europe"
"Finland","FIN",1899,736464,"Northern Europe"
"Finland","FIN",1900,600896,"Northern Europe"
"Finland","FIN",1901,421360,"Northern Europe"
"Finland","FIN",1902,399376,"Northern Europe"
"Finland","FIN",1903,512960.03,"Northern Europe"
"Finland","FIN",1904,527616,"Northern Europe"
"Finland","FIN",1905,586240,"Northern Europe"
"Finland","FIN",1906,615552,"Northern Europe"
"Finland","FIN",1907,886688,"Northern Europe"
"Finland","FIN",1908,1406976,"Northern Europe"
"Finland","FIN",1909,1282400,"Northern Europe"
"Finland","FIN",1910,1062560,"Northern Europe"
"Finland","FIN",1911,1315376,"Northern Europe"
"Finland","FIN",1912,1483920,"Northern Europe"
"Finland","FIN",1913,1663456,"Northern Europe"
"Finland","FIN",1914,688832,"Northern Europe"
"Finland","FIN",1915,106256,"Northern Europe"
"Finland","FIN",1916,179536,"Northern Europe"
"Finland","FIN",1917,120912,"Northern Europe"
"Finland","FIN",1918,73280,"Northern Europe"
"Finland","FIN",1919,238160,"Northern Europe"
"Finland","FIN",1920,274800,"Northern Europe"
"Finland","FIN",1921,282128,"Northern Europe"
"Finland","FIN",1922,710816,"Northern Europe"
"Finland","FIN",1923,1476592,"Northern Europe"
"Finland","FIN",1924,1744064,"Northern Europe"
"Finland","FIN",1925,1711088,"Northern Europe"
"Finland","FIN",1926,1597504,"Northern Europe"
"Finland","FIN",1927,2850592,"Northern Europe"
"Finland","FIN",1928,3127927,"Northern Europe"
"Finland","FIN",1929,3351431,"Northern Europe"
"Finland","FIN",1930,2648241,"Northern Europe"
"Finland","FIN",1931,3011154,"Northern Europe"
"Finland","FIN",1932,3022177,"Northern Europe"
"Finland","FIN",1933,3223666,"Northern Europe"
"Finland","FIN",1934,3952535,"Northern Europe"
"Finland","FIN",1935,3516342,"Northern Europe"
"Finland","FIN",1936,4963383,"Northern Europe"
"Finland","FIN",1937,6780401,"Northern Europe"
"Finland","FIN",1938,5695588,"Northern Europe"
"Finland","FIN",1939,4870834,"Northern Europe"
"Finland","FIN",1940,2314430,"Northern Europe"
"Finland","FIN",1941,3245056,"Northern Europe"
"Finland","FIN",1942,2809575,"Northern Europe"
"Finland","FIN",1943,3945176,"Northern Europe"
"Finland","FIN",1944,2725303,"Northern Europe"
"Finland","FIN",1945,640077,"Northern Europe"
"Finland","FIN",1946,3281607,"Northern Europe"
"Finland","FIN",1947,5450338,"Northern Europe"
"Finland","FIN",1948,8457918,"Northern Europe"
"Finland","FIN",1949,4932763,"Northern Europe"
"Finland","FIN",1950,6544565,"Northern Europe"
"Finland","FIN",1951,7976833,"Northern Europe"
"Finland","FIN",1952,8654883,"Northern Europe"
"Finland","FIN",1953,7566048,"Northern Europe"
"Finland","FIN",1954,9152148,"Northern Europe"
"Finland","FIN",1955,10925492,"Northern Europe"
"Finland","FIN",1956,12167915,"Northern Europe"
"Finland","FIN",1957,12241255,"Northern Europe"
"Finland","FIN",1958,10607200,"Northern Europe"
"Finland","FIN",1959,13555739,"Northern Europe"
"Finland","FIN",1960,15086935,"Northern Europe"
"Finland","FIN",1961,14921697,"Northern Europe"
"Finland","FIN",1962,16790280,"Northern Europe"
"Finland","FIN",1963,19336490,"Northern Europe"
"Finland","FIN",1964,22827688,"Northern Europe"
"Finland","FIN",1965,25300086,"Northern Europe"
"Finland","FIN",1966,29488840,"Northern Europe"
"Finland","FIN",1967,28587734,"Northern Europe"
"Finland","FIN",1968,33281468,"Northern Europe"
"Finland","FIN",1969,37896828,"Northern Europe"
"Finland","FIN",1970,40355044,"Northern Europe"
"Finland","FIN",1971,40536760,"Northern Europe"
"Finland","FIN",1972,44106084,"Northern Europe"
"Finland","FIN",1973,49320160,"Northern Europe"
"Finland","FIN",1974,46608372,"Northern Europe"
"Finland","FIN",1975,46025676,"Northern Europe"
"Finland","FIN",1976,51198464,"Northern Europe"
"Finland","FIN",1977,50136984,"Northern Europe"
"Finland","FIN",1978,51825016,"Northern Europe"
"Finland","FIN",1979,54237020,"Northern Europe"
"Finland","FIN",1980,58139290,"Northern Europe"
"Finland","FIN",1981,51403284,"Northern Europe"
"Finland","FIN",1982,42976476,"Northern Europe"
"Finland","FIN",1983,41463372,"Northern Europe"
"Finland","FIN",1984,42147140,"Northern Europe"
"Finland","FIN",1985,49549076,"Northern Europe"
"Finland","FIN",1986,53214370,"Northern Europe"
"Finland","FIN",1987,57533400,"Northern Europe"
"Finland","FIN",1988,52058084,"Northern Europe"
"Finland","FIN",1989,52447930,"Northern Europe"
"Finland","FIN",1990,56921000,"Northern Europe"
"Finland","FIN",1991,55195000,"Northern Europe"
"Finland","FIN",1992,54272000,"Northern Europe"
"Finland","FIN",1993,56320000,"Northern Europe"
"Finland","FIN",1994,61740000,"Northern Europe"
"Finland","FIN",1995,58122000,"Northern Europe"
"Finland","FIN",1996,64040000,"Northern Europe"
"Finland","FIN",1997,62703000,"Northern Europe"
"Finland","FIN",1998,59358000,"Northern Europe"
"Finland","FIN",1999,58874000,"Northern Europe"
"Finland","FIN",2000,57017000,"Northern Europe"
"Finland","FIN",2001,62521000,"Northern Europe"
"Finland","FIN",2002,65049004,"Northern Europe"
"Finland","FIN",2003,72658000,"Northern Europe"
"Finland","FIN",2004,68946000,"Northern Europe"
"Finland","FIN",2005,57064000,"Northern Europe"
"Finland","FIN",2006,68373000,"Northern Europe"
"Finland","FIN",2007,66764000,"Northern Europe"
"Finland","FIN",2008,58625000,"Northern Europe"
"Finland","FIN",2009,55920000,"Northern Europe"
"Finland","FIN",2010,64092004,"Northern Europe"
"Finland","FIN",2011,56647000,"Northern Europe"
"Finland","FIN",2012,51155000,"Northern Europe"
"Finland","FIN",2013,51719000,"Northern Europe"
"Finland","FIN",2014,47622000,"Northern Europe"
"Finland","FIN",2015,44192000,"Northern Europe"
"Finland","FIN",2016,47251000,"Northern Europe"
"Finland","FIN",2017,44657000,"Northern Europe"
"Finland","FIN",2018,45734000,"Northern Europe"
"Finland","FIN",2019,42442000,"Northern Europe"
"Finland","FIN",2020,37700000,"Northern Europe"
"Finland","FIN",2021,37798000,"Northern Europe"
"Finland","FIN",2022,36367000,"Northern Europe"
"Finland","FIN",2023,31622000,"Northern Europe"
"France","FRA",1802,2238704,"Western Europe"
"France","FRA",1804,2176416,"Western Europe"
"France","FRA",1810,2121456,"Western Europe"
"France","FRA",1811,2051840.1,"Western Europe"
"France","FRA",1812,2216720,"Western Europe"
"France","FRA",1813,2048176,"Western Europe"
"France","FRA",1814,2092144,"Western Europe"
"France","FRA",1815,2341296,"Western Europe"
"France","FRA",1816,2498848,"Western Europe"
"France","FRA",1817,2660064,"Western Europe"
"France","FRA",1818,2381600,"Western Europe"
"France","FRA",1819,2557472,"Western Europe"
"France","FRA",1820,2901888,"Western Europe"
"France","FRA",1821,3011808,"Western Europe"
"France","FRA",1822,3169360,"Western Europe"
"France","FRA",1823,3169360,"Western Europe"
"France","FRA",1824,3517440,"Western Europe"
"France","FRA",1825,3957120,"Western Europe"
"France","FRA",1826,4089024,"Western Europe"
"France","FRA",1827,5910032,"Western Europe"
"France","FRA",1828,6243456,"Western Europe"
"France","FRA",1829,6074912,"Western Europe"
"France","FRA",1830,6551232,"Western Europe"
"France","FRA",1831,6052928,"Western Europe"
"France","FRA",1832,6679472,"Western Europe"
"France","FRA",1833,7247392,"Western Europe"
"France","FRA",1834,8921840,"Western Europe"
"France","FRA",1835,9258928,"Western Europe"
"France","FRA",1836,10636592,"Western Europe"
"France","FRA",1837,11351072,"Western Europe"
"France","FRA",1838,11867696,"Western Europe"
"France","FRA",1839,11570912,"Western Europe"
"France","FRA",1840,11798080,"Western Europe"
"France","FRA",1841,13820608,"Western Europe"
"France","FRA",1842,14527760,"Western Europe"
"France","FRA",1843,14549744,"Western Europe"
"France","FRA",1844,15260560,"Western Europe"
"France","FRA",1845,17836352,"Western Europe"
"France","FRA",1846,18528848,"Western Europe"
"France","FRA",1847,20840832,"Western Europe"
"France","FRA",1848,16689520,"Western Europe"
"France","FRA",1849,17385680,"Western Europe"
"France","FRA",1850,19617056,"Western Europe"
"France","FRA",1851,20038416,"Western Europe"
"France","FRA",1852,21569968,"Western Europe"
"France","FRA",1853,25340224,"Western Europe"
"France","FRA",1854,29213072,"Western Europe"
"France","FRA",1855,33071262,"Western Europe"
"France","FRA",1856,34632130,"Western Europe"
"France","FRA",1857,35280656,"Western Europe"
"France","FRA",1858,34595490,"Western Europe"
"France","FRA",1859,34991200,"Western Europe"
"France","FRA",1860,38131250,"Western Europe"
"France","FRA",1861,41241984,"Western Europe"
"France","FRA",1862,43524656,"Western Europe"
"France","FRA",1863,44187840,"Western Europe"
"France","FRA",1864,46829584,"Western Europe"
"France","FRA",1865,49302784,"Western Europe"
"France","FRA",1866,53560350,"Western Europe"
"France","FRA",1867,54278496,"Western Europe"
"France","FRA",1868,55531584,"Western Europe"
"France","FRA",1869,56942224,"Western Europe"
"France","FRA",1870,50537550,"Western Europe"
"France","FRA",1871,50262750,"Western Europe"
"France","FRA",1872,60924990,"Western Europe"
"France","FRA",1873,65849412,"Western Europe"
"France","FRA",1874,62643410,"Western Europe"
"France","FRA",1875,65259508,"Western Europe"
"France","FRA",1876,65358428,"Western Europe"
"France","FRA",1877,63925810,"Western Europe"
"France","FRA",1878,65222864,"Western Europe"
"France","FRA",1879,67498210,"Western Europe"
"France","FRA",1880,76148910,"Western Europe"
"France","FRA",1881,77984580,"Western Europe"
"France","FRA",1882,82308100,"Western Europe"
"France","FRA",1883,86320180,"Western Europe"
"France","FRA",1884,82912660,"Western Europe"
"France","FRA",1885,79713980,"Western Europe"
"France","FRA",1886,79072780,"Western Europe"
"France","FRA",1887,83290050,"Western Europe"
"France","FRA",1888,86653600,"Western Europe"
"France","FRA",1889,88797040,"Western Europe"
"France","FRA",1890,97817810,"Western Europe"
"France","FRA",1891,97982690,"Western Europe"
"France","FRA",1892,98121920,"Western Europe"
"France","FRA",1893,96330220,"Western Europe"
"France","FRA",1894,101899500,"Western Europe"
"France","FRA",1895,102775200,"Western Europe"
"France","FRA",1896,106281650,"Western Europe"
"France","FRA",1897,111261020,"Western Europe"
"France","FRA",1898,115045940,"Western Europe"
"France","FRA",1899,120300110,"Western Europe"
"France","FRA",1900,129276920,"Western Europe"
"France","FRA",1901,125004690,"Western Europe"
"France","FRA",1902,117662030,"Western Europe"
"France","FRA",1903,129342860,"Western Europe"
"France","FRA",1904,125997630,"Western Europe"
"France","FRA",1905,127426590,"Western Europe"
"France","FRA",1906,136568270,"Western Europe"
"France","FRA",1907,145596370,"Western Europe"
"France","FRA",1908,146713890,"Western Europe"
"France","FRA",1909,150095760,"Western Europe"
"France","FRA",1910,150612380,"Western Europe"
"France","FRA",1911,156907140,"Western Europe"
"France","FRA",1912,158577920,"Western Europe"
"France","FRA",1913,171112460,"Western Europe"
"France","FRA",1914,118350860,"Western Europe"
"France","FRA",1915,103233200,"Western Europe"
"France","FRA",1916,109689170,"Western Europe"
"France","FRA",1917,121604500,"Western Europe"
"France","FRA",1918,108450740,"Western Europe"
"France","FRA",1919,116141470,"Western Europe"
"France","FRA",1920,151777540,"Western Europe"
"France","FRA",1921,137909300,"Western Europe"
"France","FRA",1922,163150600,"Western Europe"
"France","FRA",1923,184189280,"Western Europe"
"France","FRA",1924,206634940,"Western Europe"
"France","FRA",1925,213827380,"Western Europe"
"France","FRA",1926,213732110,"Western Europe"
"France","FRA",1927,213039620,"Western Europe"
"France","FRA",1928,211619150,"Western Europe"
"France","FRA",1929,234282100,"Western Europe"
"France","FRA",1930,237634190,"Western Europe"
"France","FRA",1931,217493550,"Western Europe"
"France","FRA",1932,191775420,"Western Europe"
"France","FRA",1933,199387060,"Western Europe"
"France","FRA",1934,201350060,"Western Europe"
"France","FRA",1935,195372340,"Western Europe"
"France","FRA",1936,198079070,"Western Europe"
"France","FRA",1937,217705010,"Western Europe"
"France","FRA",1938,201798460,"Western Europe"
"France","FRA",1939,194617020,"Western Europe"
"France","FRA",1940,137737090,"Western Europe"
"France","FRA",1941,119927290,"Western Europe"
"France","FRA",1942,122495736,"Western Europe"
"France","FRA",1943,125245670,"Western Europe"
"France","FRA",1944,79986440,"Western Europe"
"France","FRA",1945,107165640,"Western Europe"
"France","FRA",1946,165245170,"Western Europe"
"France","FRA",1947,183624110,"Western Europe"
"France","FRA",1948,196500540,"Western Europe"
"France","FRA",1949,229050910,"Western Europe"
"France","FRA",1950,202278640,"Western Europe"
"France","FRA",1951,228729010,"Western Europe"
"France","FRA",1952,226986500,"Western Europe"
"France","FRA",1953,214548210,"Western Europe"
"France","FRA",1954,226351860,"Western Europe"
"France","FRA",1955,238981800,"Western Europe"
"France","FRA",1956,268499330,"Western Europe"
"France","FRA",1957,277497020,"Western Europe"
"France","FRA",1958,266153710,"Western Europe"
"France","FRA",1959,261890110,"Western Europe"
"France","FRA",1960,296602180,"Western Europe"
"France","FRA",1961,316220030,"Western Europe"
"France","FRA",1962,333476860,"Western Europe"
"France","FRA",1963,338581920,"Western Europe"
"France","FRA",1964,369539680,"Western Europe"
"France","FRA",1965,364230370,"Western Europe"
"France","FRA",1966,381139070,"Western Europe"
"France","FRA",1967,405496130,"Western Europe"
"France","FRA",1968,419073380,"Western Europe"
"France","FRA",1969,444280100,"Western Europe"
"France","FRA",1970,461337700,"Western Europe"
"France","FRA",1971,494426700,"Western Europe"
"France","FRA",1972,514987840,"Western Europe"
"France","FRA",1973,539771650,"Western Europe"
"France","FRA",1974,521906370,"Western Europe"
"France","FRA",1975,483271550,"Western Europe"
"France","FRA",1976,524454600,"Western Europe"
"France","FRA",1977,508118880,"Western Europe"
"France","FRA",1978,529908450,"Western Europe"
"France","FRA",1979,533254000,"Western Europe"
"France","FRA",1980,512217540,"Western Europe"
"France","FRA",1981,460490660,"Western Europe"
"France","FRA",1982,441564160,"Western Europe"
"France","FRA",1983,424455070,"Western Europe"
"France","FRA",1984,413169020,"Western Europe"
"France","FRA",1985,406314270,"Western Europe"
"France","FRA",1986,391447740,"Western Europe"
"France","FRA",1987,388851620,"Western Europe"
"France","FRA",1988,386506080,"Western Europe"
"France","FRA",1989,400328700,"Western Europe"
"France","FRA",1990,393717280,"Western Europe"
"France","FRA",1991,417859100,"Western Europe"
"France","FRA",1992,407315940,"Western Europe"
"France","FRA",1993,387699200,"Western Europe"
"France","FRA",1994,380793060,"Western Europe"
"France","FRA",1995,385809900,"Western Europe"
"France","FRA",1996,402156450,"Western Europe"
"France","FRA",1997,394845060,"Western Europe"
"France","FRA",1998,413258600,"Western Europe"
"France","FRA",1999,412020800,"Western Europe"
"France","FRA",2000,406139200,"Western Europe"
"France","FRA",2001,410445440,"Western Europe"
"France","FRA",2002,405946530,"Western Europe"
"France","FRA",2003,411964860,"Western Europe"
"France","FRA",2004,413379500,"Western Europe"
"France","FRA",2005,415795070,"Western Europe"
"France","FRA",2006,406156960,"Western Europe"
"France","FRA",2007,396010340,"Western Europe"
"France","FRA",2008,389093760,"Western Europe"
"France","FRA",2009,370875840,"Western Europe"
"France","FRA",2010,376457200,"Western Europe"
"France","FRA",2011,354374800,"Western Europe"
"France","FRA",2012,356439460,"Western Europe"
"France","FRA",2013,358702820,"Western Europe"
"France","FRA",2014,326842370,"Western Europe"
"France","FRA",2015,331490200,"Western Europe"
"France","FRA",2016,334199870,"Western Europe"
"France","FRA",2017,337101440,"Western Europe"
"France","FRA",2018,321939700,"Western Europe"
"France","FRA",2019,315015330,"Western Europe"
"France","FRA",2020,280490020,"Western Europe"
"France","FRA",2021,305607230,"Western Europe"
"France","FRA",2022,293501630,"Western Europe"
"France","FRA",2023,272475840,"Western Europe"
"Germany","DEU",1792,468992,"Western Europe"
"Germany","DEU",1793,479984,"Western Europe"
"Germany","DEU",1794,443344,"Western Europe"
"Germany","DEU",1795,447008,"Western Europe"
"Germany","DEU",1796,534944,"Western Europe"
"Germany","DEU",1797,549600,"Western Europe"
"Germany","DEU",1798,575248,"Western Europe"
"Germany","DEU",1799,626544,"Western Europe"
"Germany","DEU",1800,795088,"Western Europe"
"Germany","DEU",1801,534944,"Western Europe"
"Germany","DEU",1802,553264,"Western Europe"
"Germany","DEU",1803,534944,"Western Europe"
"Germany","DEU",1804,1007599.94,"Western Europe"
