"Entity","Code","Year","Annual.CO..emissions","Region"
"Ireland","IRL",1954,9091640,"Northern Europe"
"Ireland","IRL",1955,11714768,"Northern Europe"
"Ireland","IRL",1956,10923165,"Northern Europe"
"Ireland","IRL",1957,9718482,"Northern Europe"
"Ireland","IRL",1958,8956370,"Northern Europe"
"Ireland","IRL",1959,12312178,"Northern Europe"
"Ireland","IRL",1960,11168536,"Northern Europe"
"Ireland","IRL",1961,12352601,"Northern Europe"
"Ireland","IRL",1962,13106731,"Northern Europe"
"Ireland","IRL",1963,13447305,"Northern Europe"
"Ireland","IRL",1964,14216062,"Northern Europe"
"Ireland","IRL",1965,13717431,"Northern Europe"
"Ireland","IRL",1966,15094858,"Northern Europe"
"Ireland","IRL",1967,16394835,"Northern Europe"
"Ireland","IRL",1968,17801570,"Northern Europe"
"Ireland","IRL",1969,18494394,"Northern Europe"
"Ireland","IRL",1970,19393740,"Northern Europe"
"Ireland","IRL",1971,22476182,"Northern Europe"
"Ireland","IRL",1972,22036418,"Northern Europe"
"Ireland","IRL",1973,22846356,"Northern Europe"
"Ireland","IRL",1974,23293276,"Northern Europe"
"Ireland","IRL",1975,22047718,"Northern Europe"
"Ireland","IRL",1976,22293362,"Northern Europe"
"Ireland","IRL",1977,23568720,"Northern Europe"
"Ireland","IRL",1978,23579640,"Northern Europe"
"Ireland","IRL",1979,27402738,"Northern Europe"
"Ireland","IRL",1980,26271548,"Northern Europe"
"Ireland","IRL",1981,26061508,"Northern Europe"
"Ireland","IRL",1982,25566268,"Northern Europe"
"Ireland","IRL",1983,25728682,"Northern Europe"
"Ireland","IRL",1984,25549450,"Northern Europe"
"Ireland","IRL",1985,26749804,"Northern Europe"
"Ireland","IRL",1986,28550302,"Northern Europe"
"Ireland","IRL",1987,30226336,"Northern Europe"
"Ireland","IRL",1988,29883636,"Northern Europe"
"Ireland","IRL",1989,30061098,"Northern Europe"
"Ireland","IRL",1990,32945302,"Northern Europe"
"Ireland","IRL",1991,33675164,"Northern Europe"
"Ireland","IRL",1992,33496132,"Northern Europe"
"Ireland","IRL",1993,33717148,"Northern Europe"
"Ireland","IRL",1994,34838990,"Northern Europe"
"Ireland","IRL",1995,35853360,"Northern Europe"
"Ireland","IRL",1996,37469464,"Northern Europe"
"Ireland","IRL",1997,38804936,"Northern Europe"
"Ireland","IRL",1998,40708444,"Northern Europe"
"Ireland","IRL",1999,42440316,"Northern Europe"
"Ireland","IRL",2000,45249516,"Northern Europe"
"Ireland","IRL",2001,47607710,"Northern Europe"
"Ireland","IRL",2002,46081388,"Northern Europe"
"Ireland","IRL",2003,45683964,"Northern Europe"
"Ireland","IRL",2004,46166736,"Northern Europe"
"Ireland","IRL",2005,48152700,"Northern Europe"
"Ireland","IRL",2006,47596800,"Northern Europe"
"Ireland","IRL",2007,47656784,"Northern Europe"
"Ireland","IRL",2008,47358700,"Northern Europe"
"Ireland","IRL",2009,42191316,"Northern Europe"
"Ireland","IRL",2010,41791596,"Northern Europe"
"Ireland","IRL",2011,38054140,"Northern Europe"
"Ireland","IRL",2012,38224184,"Northern Europe"
"Ireland","IRL",2013,37278920,"Northern Europe"
"Ireland","IRL",2014,36850170,"Northern Europe"
"Ireland","IRL",2015,38715990,"Northern Europe"
"Ireland","IRL",2016,40366880,"Northern Europe"
"Ireland","IRL",2017,39075644,"Northern Europe"
"Ireland","IRL",2018,39009370,"Northern Europe"
"Ireland","IRL",2019,37323388,"Northern Europe"
"Ireland","IRL",2020,35124468,"Northern Europe"
"Ireland","IRL",2021,37544270,"Northern Europe"
"Ireland","IRL",2022,36711388,"Northern Europe"
"Ireland","IRL",2023,34432788,"Northern Europe"
"Italy","ITA",1860,29312,"Southern Europe"
"Italy","ITA",1861,670512,"Southern Europe"
"Italy","ITA",1862,1227440,"Southern Europe"
"Italy","ITA",1863,1069888,"Southern Europe"
"Italy","ITA",1864,1604832,"Southern Europe"
"Italy","ITA",1865,1271408,"Southern Europe"
"Italy","ITA",1866,1476592,"Southern Europe"
"Italy","ITA",1867,1469264,"Southern Europe"
"Italy","ITA",1868,1696432,"Southern Europe"
"Italy","ITA",1869,1872304,"Southern Europe"
"Italy","ITA",1870,2678384,"Southern Europe"
"Italy","ITA",1871,2308320,"Southern Europe"
"Italy","ITA",1872,2975168,"Southern Europe"
"Italy","ITA",1873,2769984,"Southern Europe"
"Italy","ITA",1874,2997152,"Southern Europe"
"Italy","ITA",1875,3066768,"Southern Europe"
"Italy","ITA",1876,4107344.2,"Southern Europe"
"Italy","ITA",1877,3803232,"Southern Europe"
"Italy","ITA",1878,3784912,"Southern Europe"
"Italy","ITA",1879,4356496,"Southern Europe"
"Italy","ITA",1880,5067312,"Southern Europe"
"Italy","ITA",1881,5957664,"Southern Europe"
"Italy","ITA",1882,6272768,"Southern Europe"
"Italy","ITA",1883,6646496,"Southern Europe"
"Italy","ITA",1884,7360976,"Southern Europe"
"Italy","ITA",1885,8375904,"Southern Europe"
"Italy","ITA",1886,8328272,"Southern Europe"
"Italy","ITA",1887,10149280,"Southern Europe"
"Italy","ITA",1888,10896736,"Southern Europe"
"Italy","ITA",1889,11255808,"Southern Europe"
"Italy","ITA",1890,12208448,"Southern Europe"
"Italy","ITA",1891,10999328,"Southern Europe"
"Italy","ITA",1892,10889408,"Southern Europe"
"Italy","ITA",1893,10523008,"Southern Europe"
"Italy","ITA",1894,13062160,"Southern Europe"
"Italy","ITA",1895,12021584,"Southern Europe"
"Italy","ITA",1896,11424352,"Southern Europe"
"Italy","ITA",1897,11918992,"Southern Europe"
"Italy","ITA",1898,12402640,"Southern Europe"
"Italy","ITA",1899,13589776,"Southern Europe"
"Italy","ITA",1900,13908544,"Southern Europe"
"Italy","ITA",1901,13520160,"Southern Europe"
"Italy","ITA",1902,15015072,"Southern Europe"
"Italy","ITA",1903,15315520,"Southern Europe"
"Italy","ITA",1904,16187551,"Southern Europe"
"Italy","ITA",1905,17843680,"Southern Europe"
"Italy","ITA",1906,21089984,"Southern Europe"
"Italy","ITA",1907,22808400,"Southern Europe"
"Italy","ITA",1908,23262736,"Southern Europe"
"Italy","ITA",1909,25702960,"Southern Europe"
"Italy","ITA",1910,25735936,"Southern Europe"
"Italy","ITA",1911,26538352,"Southern Europe"
"Italy","ITA",1912,27850064,"Southern Europe"
"Italy","ITA",1913,29964192,"Southern Europe"
"Italy","ITA",1914,27238176,"Southern Europe"
"Italy","ITA",1915,23779360,"Southern Europe"
"Italy","ITA",1916,23511888,"Southern Europe"
"Italy","ITA",1917,16121599,"Southern Europe"
"Italy","ITA",1918,18979520,"Southern Europe"
"Italy","ITA",1919,18609456,"Southern Europe"
"Italy","ITA",1920,17869328,"Southern Europe"
"Italy","ITA",1921,21881408,"Southern Europe"
"Italy","ITA",1922,25699296,"Southern Europe"
"Italy","ITA",1923,26824144,"Southern Europe"
"Italy","ITA",1924,32180912,"Southern Europe"
"Italy","ITA",1925,30968128,"Southern Europe"
"Italy","ITA",1926,35841250,"Southern Europe"
"Italy","ITA",1927,40384610,"Southern Europe"
"Italy","ITA",1928,38148140,"Southern Europe"
"Italy","ITA",1929,44027132,"Southern Europe"
"Italy","ITA",1930,39549784,"Southern Europe"
"Italy","ITA",1931,34172700,"Southern Europe"
"Italy","ITA",1932,28064604,"Southern Europe"
"Italy","ITA",1933,30473790,"Southern Europe"
"Italy","ITA",1934,39660990,"Southern Europe"
"Italy","ITA",1935,45376240,"Southern Europe"
"Italy","ITA",1936,31989586,"Southern Europe"
"Italy","ITA",1937,45174150,"Southern Europe"
"Italy","ITA",1938,44978956,"Southern Europe"
"Italy","ITA",1939,46120100,"Southern Europe"
"Italy","ITA",1940,49030564,"Southern Europe"
"Italy","ITA",1941,42894144,"Southern Europe"
"Italy","ITA",1942,41888780,"Southern Europe"
"Italy","ITA",1943,7112232,"Southern Europe"
"Italy","ITA",1944,3577930,"Southern Europe"
"Italy","ITA",1945,4351886,"Southern Europe"
"Italy","ITA",1946,22166356,"Southern Europe"
"Italy","ITA",1947,36786412,"Southern Europe"
"Italy","ITA",1948,35528084,"Southern Europe"
"Italy","ITA",1949,39771060,"Southern Europe"
"Italy","ITA",1950,41430596,"Southern Europe"
"Italy","ITA",1951,48822230,"Southern Europe"
"Italy","ITA",1952,50620580,"Southern Europe"
"Italy","ITA",1953,55994576,"Southern Europe"
"Italy","ITA",1954,64938324,"Southern Europe"
"Italy","ITA",1955,73266220,"Southern Europe"
"Italy","ITA",1956,83475060,"Southern Europe"
"Italy","ITA",1957,87077970,"Southern Europe"
"Italy","ITA",1958,87598380,"Southern Europe"
"Italy","ITA",1959,94084600,"Southern Europe"
"Italy","ITA",1960,109203090,"Southern Europe"
"Italy","ITA",1961,124374900,"Southern Europe"
"Italy","ITA",1962,146254990,"Southern Europe"
"Italy","ITA",1963,164556240,"Southern Europe"
"Italy","ITA",1964,175721070,"Southern Europe"
"Italy","ITA",1965,189528380,"Southern Europe"
"Italy","ITA",1966,213982260,"Southern Europe"
"Italy","ITA",1967,234129740,"Southern Europe"
"Italy","ITA",1968,249172160,"Southern Europe"
"Italy","ITA",1969,269661000,"Southern Europe"
"Italy","ITA",1970,296364540,"Southern Europe"
"Italy","ITA",1971,311049180,"Southern Europe"
"Italy","ITA",1972,328237470,"Southern Europe"
"Italy","ITA",1973,353349120,"Southern Europe"
"Italy","ITA",1974,358252930,"Southern Europe"
"Italy","ITA",1975,341052450,"Southern Europe"
"Italy","ITA",1976,365795460,"Southern Europe"
"Italy","ITA",1977,354417630,"Southern Europe"
"Italy","ITA",1978,371273820,"Southern Europe"
"Italy","ITA",1979,385255520,"Southern Europe"
"Italy","ITA",1980,386433020,"Southern Europe"
"Italy","ITA",1981,375300130,"Southern Europe"
"Italy","ITA",1982,366879040,"Southern Europe"
"Italy","ITA",1983,358409100,"Southern Europe"
"Italy","ITA",1984,364601060,"Southern Europe"
"Italy","ITA",1985,368982400,"Southern Europe"
"Italy","ITA",1986,363187620,"Southern Europe"
"Italy","ITA",1987,380098560,"Southern Europe"
"Italy","ITA",1988,385962240,"Southern Europe"
"Italy","ITA",1989,404741950,"Southern Europe"
"Italy","ITA",1990,438207000,"Southern Europe"
"Italy","ITA",1991,437741220,"Southern Europe"
"Italy","ITA",1992,437935970,"Southern Europe"
"Italy","ITA",1993,430267170,"Southern Europe"
"Italy","ITA",1994,424506020,"Southern Europe"
"Italy","ITA",1995,448594850,"Southern Europe"
"Italy","ITA",1996,442842080,"Southern Europe"
"Italy","ITA",1997,448569820,"Southern Europe"
"Italy","ITA",1998,460823140,"Southern Europe"
"Italy","ITA",1999,465506270,"Southern Europe"
"Italy","ITA",2000,469596930,"Southern Europe"
"Italy","ITA",2001,469677730,"Southern Europe"
"Italy","ITA",2002,477105500,"Southern Europe"
"Italy","ITA",2003,495092300,"Southern Europe"
"Italy","ITA",2004,500685630,"Southern Europe"
"Italy","ITA",2005,501364060,"Southern Europe"
"Italy","ITA",2006,495936900,"Southern Europe"
"Italy","ITA",2007,489653150,"Southern Europe"
"Italy","ITA",2008,478126140,"Southern Europe"
"Italy","ITA",2009,424061120,"Southern Europe"
"Italy","ITA",2010,435710340,"Southern Europe"
"Italy","ITA",2011,423894300,"Southern Europe"
"Italy","ITA",2012,403441340,"Southern Europe"
"Italy","ITA",2013,369474700,"Southern Europe"
"Italy","ITA",2014,349400320,"Southern Europe"
"Italy","ITA",2015,361254340,"Southern Europe"
"Italy","ITA",2016,358144350,"Southern Europe"
"Italy","ITA",2017,352678620,"Southern Europe"
"Italy","ITA",2018,349062140,"Southern Europe"
"Italy","ITA",2019,339633540,"Southern Europe"
"Italy","ITA",2020,302602430,"Southern Europe"
"Italy","ITA",2021,335977820,"Southern Europe"
"Italy","ITA",2022,340672300,"Southern Europe"
"Italy","ITA",2023,313460640,"Southern Europe"
"Latvia","LVA",1830,122,"Eastern Europe"
"Latvia","LVA",1831,147,"Eastern Europe"
"Latvia","LVA",1832,98,"Eastern Europe"
"Latvia","LVA",1833,122,"Eastern Europe"
"Latvia","LVA",1850,758,"Eastern Europe"
"Latvia","LVA",1855,2299,"Eastern Europe"
"Latvia","LVA",1858,3229,"Eastern Europe"
"Latvia","LVA",1859,3424,"Eastern Europe"
"Latvia","LVA",1860,4525,"Eastern Europe"
"Latvia","LVA",1861,5748,"Eastern Europe"
"Latvia","LVA",1862,5185,"Eastern Europe"
"Latvia","LVA",1863,5430,"Eastern Europe"
"Latvia","LVA",1864,6090,"Eastern Europe"
"Latvia","LVA",1865,5821,"Eastern Europe"
"Latvia","LVA",1866,18393,"Eastern Europe"
"Latvia","LVA",1867,21108,"Eastern Europe"
"Latvia","LVA",1868,17561,"Eastern Europe"
"Latvia","LVA",1869,23823,"Eastern Europe"
"Latvia","LVA",1870,25853,"Eastern Europe"
"Latvia","LVA",1871,34903,"Eastern Europe"
"Latvia","LVA",1872,35832,"Eastern Europe"
"Latvia","LVA",1873,33631,"Eastern Europe"
"Latvia","LVA",1874,40822,"Eastern Europe"
"Latvia","LVA",1875,46986,"Eastern Europe"
"Latvia","LVA",1876,58334,"Eastern Europe"
"Latvia","LVA",1877,59533,"Eastern Europe"
"Latvia","LVA",1878,77804,"Eastern Europe"
"Latvia","LVA",1879,79834,"Eastern Europe"
"Latvia","LVA",1880,93653,"Eastern Europe"
"Latvia","LVA",1881,98643,"Eastern Europe"
"Latvia","LVA",1882,103901,"Eastern Europe"
"Latvia","LVA",1883,118259,"Eastern Europe"
"Latvia","LVA",1884,120069,"Eastern Europe"
"Latvia","LVA",1885,130781.99,"Eastern Europe"
"Latvia","LVA",1886,134133,"Eastern Europe"
"Latvia","LVA",1887,141935,"Eastern Europe"
"Latvia","LVA",1888,148050,"Eastern Europe"
"Latvia","LVA",1889,159888,"Eastern Europe"
"Latvia","LVA",1890,181069,"Eastern Europe"
"Latvia","LVA",1891,199365,"Eastern Europe"
"Latvia","LVA",1892,211031,"Eastern Europe"
"Latvia","LVA",1893,247353,"Eastern Europe"
"Latvia","LVA",1894,251926.98,"Eastern Europe"
"Latvia","LVA",1895,289471,"Eastern Europe"
"Latvia","LVA",1896,294681,"Eastern Europe"
"Latvia","LVA",1897,340713,"Eastern Europe"
"Latvia","LVA",1898,382122,"Eastern Europe"
"Latvia","LVA",1899,443293,"Eastern Europe"
"Latvia","LVA",1900,502165.97,"Eastern Europe"
"Latvia","LVA",1901,515545,"Eastern Europe"
"Latvia","LVA",1902,497934,"Eastern Europe"
"Latvia","LVA",1903,487075,"Eastern Europe"
"Latvia","LVA",1904,541912,"Eastern Europe"
"Latvia","LVA",1905,483724,"Eastern Europe"
"Latvia","LVA",1906,551744,"Eastern Europe"
"Latvia","LVA",1907,618003,"Eastern Europe"
"Latvia","LVA",1908,621794,"Eastern Europe"
"Latvia","LVA",1909,656379,"Eastern Europe"
"Latvia","LVA",1910,643710,"Eastern Europe"
"Latvia","LVA",1911,667386,"Eastern Europe"
"Latvia","LVA",1912,756000,"Eastern Europe"
"Latvia","LVA",1913,821257,"Eastern Europe"
"Latvia","LVA",1914,741203,"Eastern Europe"
"Latvia","LVA",1915,680324,"Eastern Europe"
"Latvia","LVA",1916,725109,"Eastern Europe"
"Latvia","LVA",1917,667337,"Eastern Europe"
"Latvia","LVA",1918,266137,"Eastern Europe"
"Latvia","LVA",1919,227321,"Eastern Europe"
"Latvia","LVA",1920,207289,"Eastern Europe"
"Latvia","LVA",1921,224802,"Eastern Europe"
"Latvia","LVA",1922,274160,"Eastern Europe"
"Latvia","LVA",1923,302850,"Eastern Europe"
"Latvia","LVA",1924,360818,"Eastern Europe"
"Latvia","LVA",1925,356122,"Eastern Europe"
"Latvia","LVA",1926,515985,"Eastern Europe"
"Latvia","LVA",1927,641508,"Eastern Europe"
"Latvia","LVA",1928,708105,"Eastern Europe"
"Latvia","LVA",1929,762298,"Eastern Europe"
"Latvia","LVA",1930,1042120,"Eastern Europe"
"Latvia","LVA",1931,1252447,"Eastern Europe"
"Latvia","LVA",1932,1407984,"Eastern Europe"
"Latvia","LVA",1933,1571838,"Eastern Europe"
"Latvia","LVA",1934,1897970,"Eastern Europe"
"Latvia","LVA",1935,2147380,"Eastern Europe"
"Latvia","LVA",1936,2456801,"Eastern Europe"
"Latvia","LVA",1937,2511185,"Eastern Europe"
"Latvia","LVA",1938,2645488,"Eastern Europe"
"Latvia","LVA",1939,2676648,"Eastern Europe"
"Latvia","LVA",1940,3242917,"Eastern Europe"
"Latvia","LVA",1941,2849809,"Eastern Europe"
"Latvia","LVA",1942,1550181,"Eastern Europe"
"Latvia","LVA",1943,1617859,"Eastern Europe"
"Latvia","LVA",1944,2346196,"Eastern Europe"
"Latvia","LVA",1945,2482662,"Eastern Europe"
"Latvia","LVA",1946,2789218,"Eastern Europe"
"Latvia","LVA",1947,3358270,"Eastern Europe"
"Latvia","LVA",1948,3572953,"Eastern Europe"
"Latvia","LVA",1949,4061542,"Eastern Europe"
"Latvia","LVA",1950,4526434,"Eastern Europe"
"Latvia","LVA",1951,4905085,"Eastern Europe"
"Latvia","LVA",1952,5253104,"Eastern Europe"
"Latvia","LVA",1953,5557903,"Eastern Europe"
"Latvia","LVA",1954,6069900,"Eastern Europe"
"Latvia","LVA",1955,6883198,"Eastern Europe"
"Latvia","LVA",1956,7548582,"Eastern Europe"
"Latvia","LVA",1957,8261422,"Eastern Europe"
"Latvia","LVA",1958,8819740,"Eastern Europe"
"Latvia","LVA",1959,9274237,"Eastern Europe"
"Latvia","LVA",1960,9658223,"Eastern Europe"
"Latvia","LVA",1961,9963476,"Eastern Europe"
"Latvia","LVA",1962,10461877,"Eastern Europe"
"Latvia","LVA",1963,11221734,"Eastern Europe"
"Latvia","LVA",1964,11935702,"Eastern Europe"
"Latvia","LVA",1965,12663086,"Eastern Europe"
"Latvia","LVA",1966,13375032,"Eastern Europe"
"Latvia","LVA",1967,13990076,"Eastern Europe"
"Latvia","LVA",1968,14387166,"Eastern Europe"
"Latvia","LVA",1969,14986039,"Eastern Europe"
"Latvia","LVA",1970,15765560,"Eastern Europe"
"Latvia","LVA",1971,16738085,"Eastern Europe"
"Latvia","LVA",1972,17620914,"Eastern Europe"
"Latvia","LVA",1973,18376844,"Eastern Europe"
"Latvia","LVA",1974,19089568,"Eastern Europe"
"Latvia","LVA",1975,20076246,"Eastern Europe"
"Latvia","LVA",1976,20849710,"Eastern Europe"
"Latvia","LVA",1977,21561938,"Eastern Europe"
"Latvia","LVA",1978,22306992,"Eastern Europe"
"Latvia","LVA",1979,22490580,"Eastern Europe"
"Latvia","LVA",1980,23374786,"Eastern Europe"
"Latvia","LVA",1981,22944864,"Eastern Europe"
"Latvia","LVA",1982,23376380,"Eastern Europe"
"Latvia","LVA",1983,23716324,"Eastern Europe"
"Latvia","LVA",1984,23931214,"Eastern Europe"
"Latvia","LVA",1985,25796780,"Eastern Europe"
"Latvia","LVA",1986,23590162,"Eastern Europe"
"Latvia","LVA",1987,19280808,"Eastern Europe"
"Latvia","LVA",1988,18853396,"Eastern Europe"
"Latvia","LVA",1989,17931222,"Eastern Europe"
"Latvia","LVA",1990,19661604,"Eastern Europe"
"Latvia","LVA",1991,17919586,"Eastern Europe"
"Latvia","LVA",1992,14193533,"Eastern Europe"
"Latvia","LVA",1993,11921674,"Eastern Europe"
"Latvia","LVA",1994,10370181,"Eastern Europe"
"Latvia","LVA",1995,9133941,"Eastern Europe"
"Latvia","LVA",1996,9211659,"Eastern Europe"
"Latvia","LVA",1997,8679916,"Eastern Europe"
"Latvia","LVA",1998,8306022.5,"Eastern Europe"
"Latvia","LVA",1999,7717860,"Eastern Europe"
"Latvia","LVA",2000,7081630,"Eastern Europe"
"Latvia","LVA",2001,7496506,"Eastern Europe"
"Latvia","LVA",2002,7520418,"Eastern Europe"
"Latvia","LVA",2003,7726040,"Eastern Europe"
"Latvia","LVA",2004,7731198,"Eastern Europe"
"Latvia","LVA",2005,7810764,"Eastern Europe"
"Latvia","LVA",2006,8310115,"Eastern Europe"
"Latvia","LVA",2007,8637233,"Eastern Europe"
"Latvia","LVA",2008,8198058,"Eastern Europe"
"Latvia","LVA",2009,7456196,"Eastern Europe"
"Latvia","LVA",2010,8554521,"Eastern Europe"
"Latvia","LVA",2011,7811034,"Eastern Europe"
"Latvia","LVA",2012,7519724,"Eastern Europe"
"Latvia","LVA",2013,7368754,"Eastern Europe"
"Latvia","LVA",2014,7172208,"Eastern Europe"
"Latvia","LVA",2015,7262431,"Eastern Europe"
"Latvia","LVA",2016,7210695,"Eastern Europe"
"Latvia","LVA",2017,7215332,"Eastern Europe"
"Latvia","LVA",2018,7857337,"Eastern Europe"
"Latvia","LVA",2019,7648483,"Eastern Europe"
"Latvia","LVA",2020,6997988,"Eastern Europe"
"Latvia","LVA",2021,7238093,"Eastern Europe"
"Latvia","LVA",2022,6619717,"Eastern Europe"
"Latvia","LVA",2023,6512889,"Eastern Europe"
"Lithuania","LTU",1830,191,"Eastern Europe"
"Lithuania","LTU",1831,229,"Eastern Europe"
"Lithuania","LTU",1832,153,"Eastern Europe"
"Lithuania","LTU",1833,191,"Eastern Europe"
"Lithuania","LTU",1850,1183,"Eastern Europe"
"Lithuania","LTU",1855,3586,"Eastern Europe"
"Lithuania","LTU",1858,5036,"Eastern Europe"
"Lithuania","LTU",1859,5341,"Eastern Europe"
"Lithuania","LTU",1860,7058,"Eastern Europe"
"Lithuania","LTU",1861,8965,"Eastern Europe"
"Lithuania","LTU",1862,8088,"Eastern Europe"
"Lithuania","LTU",1863,8469,"Eastern Europe"
"Lithuania","LTU",1864,9499,"Eastern Europe"
"Lithuania","LTU",1865,9080,"Eastern Europe"
"Lithuania","LTU",1866,28689,"Eastern Europe"
"Lithuania","LTU",1867,32923,"Eastern Europe"
"Lithuania","LTU",1868,27392,"Eastern Europe"
"Lithuania","LTU",1869,37158,"Eastern Europe"
"Lithuania","LTU",1870,40324,"Eastern Europe"
"Lithuania","LTU",1871,54440,"Eastern Europe"
"Lithuania","LTU",1872,55890,"Eastern Europe"
"Lithuania","LTU",1873,52456,"Eastern Europe"
"Lithuania","LTU",1874,63672,"Eastern Europe"
"Lithuania","LTU",1875,73286,"Eastern Europe"
"Lithuania","LTU",1876,90987,"Eastern Europe"
"Lithuania","LTU",1877,92857,"Eastern Europe"
"Lithuania","LTU",1878,121355,"Eastern Europe"
"Lithuania","LTU",1879,124521,"Eastern Europe"
"Lithuania","LTU",1880,146076,"Eastern Europe"
"Lithuania","LTU",1881,153858,"Eastern Europe"
"Lithuania","LTU",1882,162061,"Eastern Europe"
"Lithuania","LTU",1883,184454,"Eastern Europe"
"Lithuania","LTU",1884,187278,"Eastern Europe"
"Lithuania","LTU",1885,203987,"Eastern Europe"
"Lithuania","LTU",1886,209214,"Eastern Europe"
"Lithuania","LTU",1887,221384,"Eastern Europe"
"Lithuania","LTU",1888,230921,"Eastern Europe"
"Lithuania","LTU",1889,249386,"Eastern Europe"
"Lithuania","LTU",1890,282423,"Eastern Europe"
"Lithuania","LTU",1891,310959,"Eastern Europe"
"Lithuania","LTU",1892,329157,"Eastern Europe"
"Lithuania","LTU",1893,385809,"Eastern Europe"
"Lithuania","LTU",1894,392943,"Eastern Europe"
"Lithuania","LTU",1895,451503,"Eastern Europe"
"Lithuania","LTU",1896,459629,"Eastern Europe"
"Lithuania","LTU",1897,531427,"Eastern Europe"
"Lithuania","LTU",1898,596015,"Eastern Europe"
"Lithuania","LTU",1899,691428,"Eastern Europe"
"Lithuania","LTU",1900,783254,"Eastern Europe"
"Lithuania","LTU",1901,804122,"Eastern Europe"
"Lithuania","LTU",1902,776654,"Eastern Europe"
"Lithuania","LTU",1903,759716,"Eastern Europe"
"Lithuania","LTU",1904,845248,"Eastern Europe"
"Lithuania","LTU",1905,754489,"Eastern Europe"
"Lithuania","LTU",1906,860584,"Eastern Europe"
"Lithuania","LTU",1907,963932,"Eastern Europe"
"Lithuania","LTU",1908,969845,"Eastern Europe"
"Lithuania","LTU",1909,1023789.06,"Eastern Europe"
"Lithuania","LTU",1910,1004027,"Eastern Europe"
"Lithuania","LTU",1911,1040957,"Eastern Europe"
"Lithuania","LTU",1912,1179173,"Eastern Europe"
"Lithuania","LTU",1913,1280957,"Eastern Europe"
"Lithuania","LTU",1914,1156093,"Eastern Europe"
"Lithuania","LTU",1915,1061138,"Eastern Europe"
"Lithuania","LTU",1916,1130990,"Eastern Europe"
"Lithuania","LTU",1917,1040879.94,"Eastern Europe"
"Lithuania","LTU",1918,415108,"Eastern Europe"
"Lithuania","LTU",1919,354565,"Eastern Europe"
"Lithuania","LTU",1920,323320,"Eastern Europe"
"Lithuania","LTU",1921,350635,"Eastern Europe"
"Lithuania","LTU",1922,427622,"Eastern Europe"
"Lithuania","LTU",1923,472371,"Eastern Europe"
"Lithuania","LTU",1924,562786,"Eastern Europe"
"Lithuania","LTU",1925,555462,"Eastern Europe"
"Lithuania","LTU",1926,804809,"Eastern Europe"
"Lithuania","LTU",1927,1000594,"Eastern Europe"
"Lithuania","LTU",1928,1102013,"Eastern Europe"
"Lithuania","LTU",1929,1187526,"Eastern Europe"
"Lithuania","LTU",1930,1621123,"Eastern Europe"
"Lithuania","LTU",1931,1948498,"Eastern Europe"
"Lithuania","LTU",1932,2191950,"Eastern Europe"
"Lithuania","LTU",1933,2451350,"Eastern Europe"
"Lithuania","LTU",1934,2962621,"Eastern Europe"
"Lithuania","LTU",1935,3349165,"Eastern Europe"
"Lithuania","LTU",1936,3834847,"Eastern Europe"
"Lithuania","LTU",1937,3924859,"Eastern Europe"
"Lithuania","LTU",1938,4142972,"Eastern Europe"
"Lithuania","LTU",1939,4193874,"Eastern Europe"
"Lithuania","LTU",1940,5026139,"Eastern Europe"
"Lithuania","LTU",1941,4418153,"Eastern Europe"
"Lithuania","LTU",1942,2417899,"Eastern Europe"
"Lithuania","LTU",1943,2523459,"Eastern Europe"
"Lithuania","LTU",1944,3659485,"Eastern Europe"
"Lithuania","LTU",1945,3860017,"Eastern Europe"
"Lithuania","LTU",1946,4327917,"Eastern Europe"
"Lithuania","LTU",1947,5206587,"Eastern Europe"
"Lithuania","LTU",1948,5531815,"Eastern Europe"
"Lithuania","LTU",1949,6286466,"Eastern Europe"
"Lithuania","LTU",1950,6997055,"Eastern Europe"
"Lithuania","LTU",1951,7576313,"Eastern Europe"
"Lithuania","LTU",1952,8113452,"Eastern Europe"
"Lithuania","LTU",1953,8582663,"Eastern Europe"
"Lithuania","LTU",1954,9367189,"Eastern Europe"
"Lithuania","LTU",1955,10621499,"Eastern Europe"
"Lithuania","LTU",1956,11656384,"Eastern Europe"
"Lithuania","LTU",1957,12757155,"Eastern Europe"
"Lithuania","LTU",1958,13620794,"Eastern Europe"
"Lithuania","LTU",1959,14318991,"Eastern Europe"
"Lithuania","LTU",1960,14908893,"Eastern Europe"
"Lithuania","LTU",1961,15385475,"Eastern Europe"
"Lithuania","LTU",1962,16166134,"Eastern Europe"
"Lithuania","LTU",1963,17351720,"Eastern Europe"
"Lithuania","LTU",1964,18463396,"Eastern Europe"
"Lithuania","LTU",1965,19587466,"Eastern Europe"
"Lithuania","LTU",1966,20688962,"Eastern Europe"
"Lithuania","LTU",1967,21655752,"Eastern Europe"
"Lithuania","LTU",1968,22286016,"Eastern Europe"
"Lithuania","LTU",1969,23227768,"Eastern Europe"
"Lithuania","LTU",1970,24441556,"Eastern Europe"
"Lithuania","LTU",1971,25987984,"Eastern Europe"
"Lithuania","LTU",1972,27395064,"Eastern Europe"
"Lithuania","LTU",1973,28609430,"Eastern Europe"
"Lithuania","LTU",1974,29760360,"Eastern Europe"
"Lithuania","LTU",1975,31332538,"Eastern Europe"
"Lithuania","LTU",1976,32557858,"Eastern Europe"
"Lithuania","LTU",1977,33693770,"Eastern Europe"
